management,foundfam_owned,firmid,wave,degree_m,degree_m_sq,degree_nm,degree_nm_sq,export,emp_firm,lnemp,compet_cat,industry,countrycode,age_cat
2.1666667,1.0,2315,2008,0.43,0.18489999999999998,0.02,0.0004,0.0,100.0,4.605170185988092,strong,paper,ca,young
2.8333333,0.0,2316,2008,0.25,0.0625,0.0,0.0,0.0,150.0,5.0106352940962555,strong,lumber,ca,unknown
1.9444444,1.0,2317,2008,0.67,0.4489000000000001,0.0,0.0,0.0,125.0,4.8283137373023015,strong,lumber,ca,young
3.5,1.0,2319,2008,0.67,0.4489000000000001,0.02,0.0004,0.0,100.0,4.605170185988092,strong,food,ca,old
3.7222223,1.0,2320,2008,0.12,0.0144,0.01,0.0001,0.0,220.0,5.393627546352362,strong,ind_machinery,ca,young
2.7777777,0.0,2321,2008,0.72,0.5184,0.29,0.0841,0.0,600.0,6.396929655216146,strong,fabricated_metal,ca,mid
3.4444444,1.0,2323,2008,0.25,0.0625,0.08,0.0064,0.0,140.0,4.941642422609304,strong,paper,ca,unknown
3.1666667,0.0,2325,2008,0.25,0.0625,0.05,0.0025000000000000005,0.0,250.0,5.521460917862246,strong,paper,ca,unknown
3.0555556,0.0,2326,2008,1.0,1.0,0.0,0.0,0.0,600.0,6.396929655216146,strong,chemical,ca,old
2.8333333,0.0,2327,2008,0.32,0.1024,0.1,0.010000000000000002,0.0,200.0,5.298317366548036,weak,primary_metal,ca,young
2.5555556,0.0,2329,2008,0.0,0.0,0.0,0.0,0.0,1000.0,6.907755278982137,strong,lumber,ca,unknown
3.4444444,0.0,2330,2008,0.4,0.16000000000000003,0.1,0.010000000000000002,0.0,200.0,5.298317366548036,strong,ind_machinery,ca,mid
3.4444444,0.0,2332,2008,0.75,0.5625,0.25,0.0625,0.0,170.0,5.135798437050262,moder,electronic,ca,unknown
3.2222223,0.0,2333,2008,0.47,0.22089999999999999,0.04,0.0016,0.0,4000.0,8.294049640102028,moder,ind_machinery,ca,unknown
2.8333333,0.0,2334,2008,0.29,0.0841,0.04,0.0016,0.0,2500.0,7.824046010856292,strong,printing,ca,mid
2.9444444,0.0,2335,2008,0.8,0.6400000000000001,0.01,0.0001,0.0,170.0,5.135798437050262,weak,primary_metal,ca,young
1.6666666,0.0,2336,2008,0.67,0.4489000000000001,0.0,0.0,0.0,800.0,6.684611727667927,weak,chemical,ca,unknown
3.6111112,0.0,2337,2008,1.0,1.0,0.1,0.010000000000000002,0.0,160.0,5.075173815233827,strong,ind_machinery,ca,unknown
4.0,0.0,2338,2008,0.67,0.4489000000000001,0.05,0.0025000000000000005,0.0,700.0,6.551080335043404,strong,food,ca,unknown
2.8235295,0.0,2340,2008,0.0,0.0,0.0,0.0,0.0,267.0,5.58724865840025,strong,transport,ca,unknown
3.2777777,1.0,2342,2008,0.75,0.5625,0.05,0.0025000000000000005,0.0,160.0,5.075173815233827,strong,chemical,ca,unknown
2.5555556,1.0,2343,2008,0.0,0.0,0.0,0.0,0.0,110.0,4.700480365792417,strong,rubber,ca,unknown
2.5555556,1.0,2344,2008,0.33,0.10890000000000001,0.0,0.0,0.0,100.0,4.605170185988092,strong,misc_manuf,ca,mid
2.1111112,0.0,2346,2008,0.33,0.10890000000000001,0.0,0.0,0.0,130.0,4.867534450455582,strong,lumber,ca,unknown
2.6111112,1.0,2347,2008,0.5,0.25,0.05,0.0025000000000000005,0.0,400.0,5.991464547107982,weak,ind_machinery,ca,mid
1.9444444,0.0,2348,2008,0.0,0.0,0.02,0.0004,0.0,155.0,5.043425116919247,weak,fabricated_metal,ca,mid
3.8888888,0.0,2350,2008,0.5,0.25,0.2,0.04000000000000001,0.0,700.0,6.551080335043404,moder,furniture,ca,unknown
3.5,0.0,2351,2008,1.0,1.0,0.5,0.25,0.0,225.0,5.41610040220442,strong,printing,ca,unknown
3.9444444,1.0,2352,2008,1.0,1.0,0.0,0.0,0.0,120.0,4.787491742782046,moder,primary_metal,ca,unknown
3.6111112,0.0,2353,2008,0.2,0.04000000000000001,0.03,0.0009,0.0,115.0,4.74493212836325,moder,furniture,ca,young
2.3333333,1.0,2354,2008,0.33,0.10890000000000001,0.05,0.0025000000000000005,0.0,600.0,6.396929655216146,moder,printing,ca,young
3.5555556,0.0,2355,2008,0.5,0.25,0.0,0.0,0.0,4000.0,8.294049640102028,moder,ind_machinery,ca,young
3.1111112,1.0,2357,2008,0.63,0.39690000000000003,0.0,0.0,0.0,100.0,4.605170185988092,weak,rubber,ca,young
2.8888888,0.0,2358,2008,0.5,0.25,0.01,0.0001,0.0,2500.0,7.824046010856292,strong,lumber,ca,unknown
2.1764705,0.0,2359,2008,0.66,0.43560000000000004,0.0,0.0,0.0,55.0,4.007333185232471,moder,textile,ca,young
4.4444447,0.0,2360,2008,1.0,1.0,0.1,0.010000000000000002,0.0,250.0,5.521460917862246,strong,transport,ca,unknown
2.5555556,1.0,2361,2008,0.22,0.0484,0.0,0.0,0.0,350.0,5.857933154483459,strong,ind_machinery,ca,unknown
2.5555556,1.0,2362,2008,0.2,0.04000000000000001,0.04,0.0016,0.0,170.0,5.135798437050262,strong,printing,ca,young
3.3888888,0.0,2363,2008,0.33,0.10890000000000001,0.05,0.0025000000000000005,0.0,500.0,6.214608098422191,strong,food,ca,young
2.7222223,0.0,2364,2008,0.0,0.0,0.0,0.0,0.0,70.0,4.248495242049359,strong,fabricated_metal,ca,mid
3.1111112,1.0,2365,2008,0.5,0.25,0.05,0.0025000000000000005,0.0,1250.0,7.1308988302963465,strong,rubber,ca,young
2.1111112,1.0,2366,2008,0.25,0.0625,0.0,0.0,0.0,105.0,4.653960350157523,strong,furniture,ca,unknown
2.8333333,0.0,2367,2008,1.0,1.0,0.09,0.0081,0.0,140.0,4.941642422609304,strong,chemical,ca,mid
3.5,1.0,2368,2008,0.0,0.0,0.0,0.0,0.0,131.0,4.875197323201151,strong,ind_machinery,ca,young
2.9444444,1.0,2369,2008,0.67,0.4489000000000001,0.01,0.0001,0.0,250.0,5.521460917862246,strong,ind_machinery,ca,young
3.3888888,0.0,2370,2008,0.75,0.5625,0.05,0.0025000000000000005,0.0,1000.0,6.907755278982137,strong,ind_machinery,ca,unknown
2.9444444,0.0,2371,2008,0.2,0.04000000000000001,0.0,0.0,0.0,85.0,4.442651256490317,weak,furniture,ca,unknown
3.7222223,0.0,2373,2008,0.1,0.010000000000000002,0.0,0.0,0.0,800.0,6.684611727667927,strong,fabricated_metal,ca,young
3.3888888,0.0,2375,2008,0.75,0.5625,0.02,0.0004,0.0,250.0,5.521460917862246,strong,lumber,ca,unknown
4.5555553,0.0,2376,2008,0.5,0.25,0.2,0.04000000000000001,0.0,161.0,5.081404364984463,moder,food,ca,unknown
4.2777777,0.0,2377,2008,0.0,0.0,0.0,0.0,0.0,300.0,5.703782474656201,strong,fabricated_metal,ca,old
2.7222223,0.0,2378,2008,0.67,0.4489000000000001,0.1,0.010000000000000002,0.0,120.0,4.787491742782046,weak,ind_machinery,ca,young
2.7222223,1.0,2379,2008,0.0,0.0,0.0,0.0,0.0,200.0,5.298317366548036,strong,printing,ca,young
4.2222223,1.0,2380,2008,0.85,0.7224999999999999,0.1,0.010000000000000002,0.0,500.0,6.214608098422191,strong,primary_metal,ca,unknown
4.0555553,0.0,2381,2008,0.5,0.25,0.0,0.0,0.0,650.0,6.476972362889683,weak,electronic,ca,unknown
3.1111112,1.0,2383,2008,0.5,0.25,0.0,0.0,0.0,3000.0,8.006367567650246,moder,lumber,ca,unknown
2.8888888,0.0,2387,2008,0.0,0.0,0.0,0.0,0.0,125.0,4.8283137373023015,strong,glass,ca,unknown
2.6470587,1.0,2388,2008,0.15,0.0225,0.0,0.0,0.0,3800.0,8.242756345714477,strong,lumber,ca,mid
3.5,0.0,2389,2008,0.32,0.1024,0.0,0.0,0.0,200.0,5.298317366548036,moder,rubber,ca,young
3.7222223,0.0,2390,2008,0.8,0.6400000000000001,0.35,0.12249999999999998,0.0,200.0,5.298317366548036,weak,food,ca,mid
3.3888888,0.0,2391,2008,0.38,0.1444,0.0,0.0,0.0,150.0,5.0106352940962555,weak,glass,ca,old
4.111111,0.0,2392,2008,0.2,0.04000000000000001,0.0,0.0,0.0,500.0,6.214608098422191,weak,transport,ca,mid
2.5555556,1.0,2393,2008,0.55,0.30250000000000005,0.25,0.0625,0.0,120.0,4.787491742782046,strong,furniture,ca,young
4.5555553,0.0,2394,2008,0.1,0.010000000000000002,0.1,0.010000000000000002,0.0,2000.0,7.600902459542082,strong,fabricated_metal,ca,mid
3.2777777,0.0,2395,2008,0.5,0.25,0.1,0.010000000000000002,0.0,110.0,4.700480365792417,strong,primary_metal,ca,unknown
3.2777777,0.0,2397,2008,0.7,0.48999999999999994,0.01,0.0001,0.0,3300.0,8.101677747454572,strong,food,ca,old
2.5555556,1.0,2398,2008,0.0,0.0,0.0,0.0,0.0,400.0,5.991464547107982,weak,rubber,ca,mid
4.4444447,0.0,2399,2008,0.65,0.42250000000000004,0.15,0.0225,0.0,950.0,6.856461984594587,strong,primary_metal,ca,young
3.5,1.0,2400,2008,0.0,0.0,0.01,0.0001,0.0,350.0,5.857933154483459,moder,fabricated_metal,ca,mid
3.1764705,0.0,2401,2008,0.85,0.7224999999999999,0.02,0.0004,0.0,140.0,4.941642422609304,strong,lumber,ca,mid
3.4444444,1.0,2402,2008,0.0,0.0,0.0,0.0,0.0,2500.0,7.824046010856292,strong,paper,ca,mid
3.8333333,1.0,2403,2008,0.24,0.0576,0.0,0.0,0.0,550.0,6.309918278226516,weak,misc_manuf,ca,old
2.3888888,0.0,2404,2008,0.9,0.81,0.7,0.48999999999999994,0.0,400.0,5.991464547107982,moder,food,ca,old
3.2777777,0.0,2406,2008,0.8,0.6400000000000001,0.2,0.04000000000000001,0.0,215.0,5.3706380281276624,strong,food,ca,unknown
4.1666665,0.0,2408,2008,0.63,0.39690000000000003,0.12,0.0144,0.0,120.0,4.787491742782046,strong,ind_machinery,ca,unknown
3.2222223,0.0,2409,2008,0.5,0.25,0.25,0.0625,0.0,150.0,5.0106352940962555,moder,paper,ca,unknown
2.9444444,0.0,2410,2008,0.6,0.36,0.43,0.18489999999999998,0.0,115.0,4.74493212836325,moder,ind_machinery,ca,mid
3.1666667,0.0,2411,2008,0.5,0.25,0.1,0.010000000000000002,0.0,1000.0,6.907755278982137,strong,primary_metal,ca,unknown
2.8888888,1.0,2412,2008,0.4,0.16000000000000003,0.24,0.0576,0.0,130.0,4.867534450455582,strong,ind_machinery,ca,mid
2.6666667,0.0,2413,2008,0.7,0.48999999999999994,0.1,0.010000000000000002,0.0,1400.0,7.24422751560335,weak,chemical,ca,unknown
2.3888888,0.0,2414,2008,1.0,1.0,0.0,0.0,0.0,290.0,5.66988092298052,weak,printing,ca,young
4.111111,1.0,2415,2008,0.75,0.5625,0.01,0.0001,0.0,3000.0,8.006367567650246,moder,furniture,ca,young
3.6111112,0.0,2416,2008,1.0,1.0,0.04,0.0016,0.0,3500.0,8.160518247477505,strong,food,ca,young
2.6111112,1.0,2417,2008,0.2,0.04000000000000001,0.02,0.0004,0.0,210.0,5.3471075307174685,strong,ind_machinery,ca,young
1.7222222,1.0,2418,2008,0.25,0.0625,0.0,0.0,0.0,80.0,4.382026634673881,moder,ind_machinery,ca,unknown
3.7222223,0.0,2419,2008,0.4,0.16000000000000003,0.1,0.010000000000000002,0.0,768.0,6.643789733147672,strong,printing,ca,young
2.6666667,1.0,2420,2008,1.0,1.0,0.0,0.0,0.0,100.0,4.605170185988092,strong,fabricated_metal,ca,unknown
3.7222223,0.0,2421,2008,0.42,0.17639999999999997,0.02,0.0004,0.0,2000.0,7.600902459542082,moder,fabricated_metal,ca,unknown
3.2777777,0.0,2422,2008,0.9,0.81,0.4,0.16000000000000003,0.0,1300.0,7.170119543449628,moder,ind_machinery,ca,mid
2.8888888,0.0,2423,2008,0.5,0.25,0.6,0.36,0.0,1000.0,6.907755278982137,strong,electronic,ca,unknown
1.9444444,1.0,2424,2008,0.5,0.25,0.0,0.0,0.0,60.0,4.0943445622221,strong,furniture,ca,mid
3.5555556,0.0,2425,2008,0.56,0.31360000000000005,0.05,0.0025000000000000005,0.0,220.0,5.393627546352362,strong,electronic,ca,young
3.0555556,0.0,2426,2008,0.25,0.0625,0.05,0.0025000000000000005,0.0,3000.0,8.006367567650246,moder,primary_metal,ca,unknown
3.9444444,0.0,2427,2008,0.3,0.09,0.1,0.010000000000000002,0.0,250.0,5.521460917862246,weak,primary_metal,ca,mid
2.6111112,1.0,2429,2008,0.1,0.010000000000000002,0.01,0.0001,0.0,2000.0,7.600902459542082,weak,paper,ca,young
2.8333333,1.0,2430,2008,0.0,0.0,0.03,0.0009,0.0,125.0,4.8283137373023015,strong,ind_machinery,ca,young
4.111111,1.0,2431,2008,0.38,0.1444,0.05,0.0025000000000000005,0.0,550.0,6.309918278226516,strong,lumber,ca,mid
4.111111,0.0,2432,2008,1.0,1.0,0.4,0.16000000000000003,0.0,100.0,4.605170185988092,moder,lumber,ca,unknown
4.0,0.0,2433,2008,0.21,0.04409999999999999,0.1,0.010000000000000002,0.0,700.0,6.551080335043404,weak,printing,ca,unknown
3.6666667,1.0,2434,2008,0.83,0.6889,0.4,0.16000000000000003,0.0,350.0,5.857933154483459,strong,rubber,ca,mid
3.6666667,0.0,2435,2008,0.33,0.10890000000000001,0.02,0.0004,0.0,200.0,5.298317366548036,weak,paper,ca,old
2.6111112,1.0,2436,2008,1.0,1.0,0.6,0.36,0.0,150.0,5.0106352940962555,strong,ind_machinery,ca,young
2.5,1.0,2437,2008,0.32,0.1024,0.05,0.0025000000000000005,0.0,2000.0,7.600902459542082,weak,food,ca,unknown
3.7222223,1.0,2438,2008,0.1,0.010000000000000002,0.1,0.010000000000000002,0.0,200.0,5.298317366548036,weak,transport,ca,unknown
4.0555553,1.0,2439,2008,0.0,0.0,0.0,0.0,0.0,95.0,4.553876891600541,strong,ind_machinery,ca,young
4.388889,0.0,2440,2008,0.7,0.48999999999999994,0.05,0.0025000000000000005,0.0,200.0,5.298317366548036,moder,lumber,ca,unknown
2.7777777,0.0,2441,2008,0.57,0.32489999999999997,0.05,0.0025000000000000005,0.0,300.0,5.703782474656201,moder,paper,ca,young
3.3888888,1.0,2442,2008,0.4,0.16000000000000003,0.5,0.25,0.0,117.0,4.762173934797756,strong,food,ca,young
3.6666667,0.0,2444,2008,0.2,0.04000000000000001,0.01,0.0001,0.0,275.0,5.616771097666572,moder,electronic,ca,mid
3.2777777,0.0,2445,2008,0.83,0.6889,0.1,0.010000000000000002,0.0,100.0,4.605170185988092,weak,transport,ca,young
2.4705882,0.0,2446,2008,1.0,1.0,0.0,0.0,0.0,110.0,4.700480365792417,strong,electronic,ca,unknown
4.5,0.0,2447,2008,0.5,0.25,0.03,0.0009,0.0,120.0,4.787491742782046,moder,electronic,ca,young
3.6666667,0.0,2450,2008,0.75,0.5625,0.35,0.12249999999999998,0.0,662.0,6.495265555937008,strong,instrument,ca,mid
1.8333334,0.0,2451,2008,0.35,0.12249999999999998,0.1,0.010000000000000002,0.0,60.0,4.0943445622221,weak,misc_manuf,ca,unknown
2.8333333,1.0,2452,2008,0.33,0.10890000000000001,0.33,0.10890000000000001,0.0,52.0,3.9512437185814275,moder,chemical,ca,young
3.7222223,0.0,2454,2008,0.0,0.0,0.0,0.0,0.0,600.0,6.396929655216146,weak,printing,ca,unknown
3.8823528,0.0,2455,2008,0.5,0.25,0.15,0.0225,0.0,250.0,5.521460917862246,moder,misc_manuf,ca,unknown
2.2777777,1.0,2456,2008,0.0,0.0,0.0,0.0,0.0,200.0,5.298317366548036,strong,furniture,ca,young
2.5555556,0.0,2457,2008,0.18,0.0324,0.01,0.0001,0.0,100.0,4.605170185988092,moder,paper,ca,unknown
2.6666667,0.0,2458,2008,0.25,0.0625,0.04,0.0016,0.0,140.0,4.941642422609304,weak,printing,ca,unknown
2.5,0.0,2459,2008,0.57,0.32489999999999997,0.1,0.010000000000000002,0.0,100.0,4.605170185988092,strong,printing,ca,unknown
2.8888888,0.0,2460,2008,0.8,0.6400000000000001,0.2,0.04000000000000001,0.0,60.0,4.0943445622221,strong,transport,ca,unknown
4.3333335,1.0,2461,2008,1.0,1.0,0.03,0.0009,0.0,550.0,6.309918278226516,moder,primary_metal,ca,unknown
2.0,0.0,2462,2008,0.75,0.5625,0.1,0.010000000000000002,0.0,300.0,5.703782474656201,strong,food,ca,young
3.5555556,0.0,2463,2008,1.0,1.0,0.7,0.48999999999999994,0.0,110.0,4.700480365792417,strong,paper,ca,unknown
2.7222223,1.0,2464,2008,0.1,0.010000000000000002,0.0,0.0,0.0,250.0,5.521460917862246,strong,lumber,ca,mid
2.4444444,0.0,2465,2008,0.43,0.18489999999999998,0.0,0.0,0.0,170.0,5.135798437050262,weak,electronic,ca,mid
2.6666667,1.0,2466,2008,0.0,0.0,0.08,0.0064,0.0,150.0,5.0106352940962555,moder,lumber,ca,unknown
2.6111112,0.0,2467,2008,0.75,0.5625,0.21,0.04409999999999999,0.0,120.0,4.787491742782046,weak,ind_machinery,ca,young
4.0,1.0,2468,2008,0.5,0.25,0.1,0.010000000000000002,0.0,5000.0,8.517193191416238,weak,transport,ca,unknown
4.0555553,0.0,2469,2008,0.75,0.5625,0.1,0.010000000000000002,0.0,900.0,6.802394763324311,weak,chemical,ca,young
3.5,0.0,2470,2008,0.2,0.04000000000000001,0.02,0.0004,0.0,110.0,4.700480365792417,strong,food,ca,unknown
2.7777777,0.0,2471,2008,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.0,115.0,4.74493212836325,strong,textile,ca,unknown
3.8888888,0.0,2472,2008,0.5,0.25,0.11,0.0121,0.0,150.0,5.0106352940962555,moder,electronic,ca,old
2.764706,0.0,2473,2008,0.29,0.0841,0.04,0.0016,0.0,3000.0,8.006367567650246,strong,lumber,ca,unknown
2.4444444,0.0,2474,2008,0.17,0.028900000000000006,0.0,0.0,0.0,2000.0,7.600902459542082,moder,lumber,ca,unknown
2.7222223,0.0,2475,2008,0.57,0.32489999999999997,0.16,0.0256,0.0,650.0,6.476972362889683,moder,fabricated_metal,ca,unknown
2.6111112,0.0,2476,2008,0.5,0.25,0.07,0.004900000000000001,0.0,120.0,4.787491742782046,strong,ind_machinery,ca,unknown
3.3888888,0.0,2478,2008,0.6,0.36,0.0,0.0,0.0,575.0,6.354370040797351,moder,primary_metal,ca,mid
3.6666667,0.0,2479,2008,0.8,0.6400000000000001,0.1,0.010000000000000002,0.0,1200.0,7.090076835776092,moder,lumber,ca,young
2.2222223,1.0,2480,2008,0.0,0.0,0.05,0.0025000000000000005,0.0,280.0,5.634789603169249,strong,fabricated_metal,ca,young
4.5,0.0,2481,2008,0.5,0.25,0.08,0.0064,0.0,1450.0,7.27931883541462,moder,paper,ca,old
3.0555556,0.0,2482,2008,0.03,0.0009,0.01,0.0001,0.0,1000.0,6.907755278982137,moder,ind_machinery,ca,mid
3.0555556,0.0,2483,2008,0.86,0.7395999999999999,0.27,0.0729,0.0,4000.0,8.294049640102028,strong,electronic,ca,old
4.3333335,0.0,2484,2008,0.08,0.0064,0.15,0.0225,0.0,120.0,4.787491742782046,moder,instrument,ca,old
3.1666667,0.0,2485,2008,0.1,0.010000000000000002,0.02,0.0004,0.0,170.0,5.135798437050262,strong,paper,ca,unknown
3.2222223,0.0,2486,2008,0.5,0.25,0.03,0.0009,0.0,1000.0,6.907755278982137,weak,paper,ca,mid
2.8333333,1.0,2487,2008,0.0,0.0,0.02,0.0004,0.0,135.0,4.90527477843843,moder,lumber,ca,unknown
3.5555556,0.0,2488,2008,0.8,0.6400000000000001,0.05,0.0025000000000000005,0.0,200.0,5.298317366548036,moder,fabricated_metal,ca,mid
3.6470587,1.0,2489,2008,0.5,0.25,0.0,0.0,0.0,4500.0,8.411832675758411,moder,paper,ca,unknown
4.1666665,0.0,2491,2008,0.88,0.7744,0.2,0.04000000000000001,0.0,150.0,5.0106352940962555,strong,glass,ca,young
2.6666667,1.0,2492,2008,1.0,1.0,0.0,0.0,0.0,200.0,5.298317366548036,weak,textile,ca,young
4.2222223,1.0,2493,2008,0.71,0.5041,0.2,0.04000000000000001,0.0,260.0,5.560681631015528,weak,rubber,ca,unknown
3.7058823,0.0,2494,2008,1.0,1.0,0.8,0.6400000000000001,0.0,400.0,5.991464547107982,moder,instrument,ca,mid
3.5555556,0.0,2495,2008,0.5,0.25,0.04,0.0016,0.0,800.0,6.684611727667927,weak,printing,ca,old
3.2222223,0.0,2497,2008,0.6,0.36,0.05,0.0025000000000000005,0.0,4300.0,8.366370301681654,strong,fabricated_metal,ca,young
2.8333333,0.0,2498,2008,0.17,0.028900000000000006,0.0,0.0,0.0,140.0,4.941642422609304,weak,apparel,ca,young
3.3333333,1.0,2499,2008,0.5,0.25,0.08,0.0064,0.0,900.0,6.802394763324311,weak,transport,ca,old
3.3333333,1.0,2501,2008,0.0,0.0,0.0,0.0,0.0,1500.0,7.313220387090301,weak,food,ca,young
2.3888888,0.0,2502,2008,0.71,0.5041,0.02,0.0004,0.0,200.0,5.298317366548036,strong,furniture,ca,unknown
4.111111,0.0,2503,2008,0.7,0.48999999999999994,0.1,0.010000000000000002,0.0,2400.0,7.783224016336037,weak,glass,ca,mid
2.3333333,0.0,2504,2008,0.17,0.028900000000000006,0.04,0.0016,0.0,195.0,5.272999558563747,weak,glass,ca,young
2.5,0.0,2505,2008,0.5,0.25,0.1,0.010000000000000002,0.0,170.0,5.135798437050262,strong,rubber,ca,old
2.8333333,1.0,2507,2008,0.0,0.0,0.01,0.0001,0.0,170.0,5.135798437050262,strong,lumber,ca,young
3.5555556,1.0,2508,2008,0.66,0.43560000000000004,0.05,0.0025000000000000005,0.0,200.0,5.298317366548036,weak,paper,ca,unknown
2.9444444,0.0,2509,2008,0.47,0.22089999999999999,0.0,0.0,0.0,200.0,5.298317366548036,moder,lumber,ca,unknown
2.6666667,0.0,2510,2008,0.25,0.0625,0.0,0.0,0.0,1500.0,7.313220387090301,strong,food,ca,unknown
4.111111,0.0,2511,2008,0.12,0.0144,0.0,0.0,0.0,400.0,5.991464547107982,weak,glass,ca,mid
2.9411764,0.0,2512,2008,0.25,0.0625,0.0,0.0,0.0,175.0,5.1647859739235145,strong,food,ca,mid
2.5555556,1.0,2513,2008,0.0,0.0,0.0,0.0,0.0,120.0,4.787491742782046,strong,apparel,ca,young
2.1666667,1.0,2514,2008,0.33,0.10890000000000001,0.05,0.0025000000000000005,0.0,225.0,5.41610040220442,strong,printing,ca,young
3.6111112,1.0,2516,2008,1.0,1.0,0.04,0.0016,0.0,100.0,4.605170185988092,strong,food,ca,unknown
3.7777777,1.0,2517,2008,0.2,0.04000000000000001,0.01,0.0001,0.0,500.0,6.214608098422191,strong,lumber,ca,old
3.6111112,0.0,2518,2008,1.0,1.0,0.02,0.0004,0.0,300.0,5.703782474656201,weak,food,ca,old
3.0555556,1.0,2519,2008,0.36,0.1296,0.03,0.0009,0.0,1751.0,7.467942332285852,strong,paper,ca,old
2.8888888,0.0,2520,2008,0.6,0.36,0.5,0.25,0.0,250.0,5.521460917862246,strong,petrol,ca,young
3.3333333,1.0,2521,2013,0.9,0.81,0.07,0.004900000000000001,0.0,160.0,5.075173815233827,moder,primary_metal,cl,young
4.1666665,0.0,2522,2009,1.0,1.0,0.15,0.0225,0.05,600.0,6.396929655216146,strong,primary_metal,cl,unknown
2.5,0.0,2523,2009,1.0,1.0,0.02,0.0004,0.0,60.0,4.0943445622221,strong,food,cl,unknown
2.1111112,1.0,2524,2009,0.5,0.25,0.03,0.0009,0.25,95.0,4.553876891600541,strong,rubber,cl,mid
2.3333333,1.0,2525,2009,1.0,1.0,0.01,0.0001,1.0,250.0,5.521460917862246,strong,food,cl,young
2.5555556,1.0,2526,2009,1.0,1.0,0.1,0.010000000000000002,0.5,120.0,4.787491742782046,weak,transport,cl,young
1.9444444,1.0,2527,2013,0.0,0.0,0.0,0.0,0.9,110.0,4.700480365792417,strong,textile,cl,young
1.8333334,0.0,2528,2009,0.0,0.0,0.04,0.0016,0.0,85.0,4.442651256490317,moder,fabricated_metal,cl,unknown
3.0,0.0,2529,2013,1.0,1.0,0.01,0.0001,0.25,900.0,6.802394763324311,strong,lumber,cl,young
2.2222223,0.0,2530,2009,1.0,1.0,0.05,0.0025000000000000005,0.0,90.0,4.499809670330265,moder,fabricated_metal,cl,unknown
2.0555556,0.0,2531,2009,1.0,1.0,0.03,0.0009,0.0,150.0,5.0106352940962555,strong,textile,cl,old
3.1111112,0.0,2532,2013,1.0,1.0,0.1,0.010000000000000002,0.15,300.0,5.703782474656201,weak,food,cl,mid
2.8333333,0.0,2533,2009,1.0,1.0,0.3,0.09,0.0,90.0,4.499809670330265,weak,lumber,cl,young
3.0,1.0,2534,2013,1.0,1.0,0.1,0.010000000000000002,0.3,140.0,4.941642422609304,strong,transport,cl,young
3.1666667,1.0,2535,2013,0.7,0.48999999999999994,0.3,0.09,0.0,350.0,5.857933154483459,weak,ind_machinery,cl,mid
1.9444444,1.0,2536,2009,1.0,1.0,0.02,0.0004,0.3,220.0,5.393627546352362,weak,textile,cl,mid
2.5,1.0,2537,2013,0.65,0.42250000000000004,0.09,0.0081,0.98,250.0,5.521460917862246,moder,food,cl,young
2.7777777,1.0,2538,2013,1.0,1.0,0.02,0.0004,0.2,300.0,5.703782474656201,moder,lumber,cl,young
2.9444444,1.0,2539,2009,0.62,0.3844,0.03,0.0009,0.0,200.0,5.298317366548036,strong,textile,cl,mid
2.8333333,0.0,2540,2013,1.0,1.0,0.11,0.0121,0.9,100.0,4.605170185988092,moder,textile,cl,young
1.7777778,1.0,2541,2009,1.0,1.0,0.02,0.0004,0.02,98.0,4.584967478670572,strong,textile,cl,unknown
2.0,1.0,2543,2009,0.33,0.10890000000000001,0.04,0.0016,0.15,150.0,5.0106352940962555,strong,primary_metal,cl,unknown
2.2777777,0.0,2544,2009,1.0,1.0,0.02,0.0004,0.0,350.0,5.857933154483459,strong,food,cl,unknown
2.5,0.0,2545,2009,0.75,0.5625,0.02,0.0004,0.0,110.0,4.700480365792417,weak,fabricated_metal,cl,young
2.4444444,1.0,2547,2013,0.3,0.09,0.0,0.0,0.03,150.0,5.0106352940962555,strong,chemical,cl,mid
1.8888888,1.0,2548,2009,0.7,0.48999999999999994,0.06,0.0036,0.0,165.0,5.10594547390058,moder,food,cl,unknown
2.5,1.0,2549,2013,0.6,0.36,0.07,0.004900000000000001,0.0,180.0,5.19295685089021,moder,food,cl,old
2.8333333,0.0,2550,2009,1.0,1.0,0.05,0.0025000000000000005,0.0,1860.0,7.528331766707247,moder,food,cl,mid
3.1111112,0.0,2551,2009,1.0,1.0,0.15,0.0225,0.0,105.0,4.653960350157523,strong,primary_metal,cl,unknown
3.5,1.0,2552,2009,1.0,1.0,0.25,0.0625,0.85,240.0,5.480638923341991,strong,food,cl,young
2.7777777,0.0,2553,2013,0.5,0.25,0.0,0.0,0.15,400.0,5.991464547107982,moder,food,cl,old
1.9444444,0.0,2554,2009,1.0,1.0,0.01,0.0001,1.0,330.0,5.799092654460526,strong,food,cl,unknown
3.1666667,1.0,2555,2013,0.71,0.5041,0.0,0.0,0.98,91.0,4.51085950651685,weak,food,cl,mid
2.8333333,1.0,2556,2009,0.33,0.10890000000000001,0.3,0.09,0.15,280.0,5.634789603169249,strong,furniture,cl,unknown
2.3888888,1.0,2557,2009,1.0,1.0,0.1,0.010000000000000002,0.9,150.0,5.0106352940962555,moder,food,cl,young
3.0555556,0.0,2558,2013,0.83,0.6889,0.17,0.028900000000000006,0.0,450.0,6.1092475827643655,strong,electronic,cl,mid
2.8333333,1.0,2559,2013,1.0,1.0,0.0,0.0,0.7,300.0,5.703782474656201,strong,food,cl,young
